"S.No","Source","Reviewer_Name","Date","Star_Rating","Review_Text","Helpful_Count"
"165","Trustpilot","Sanjit Dutta","A day ago","1","⭐ 1-Star Review – Bhanzu I am extremely disappointed with my experience with Bhanzu and feel that the money I spent was completely wasted. During the demo class, they showed an impressive method where children could perform multiple calculations mentally using their “stair method.” Based on the demo, I had high expectations and decided to enroll my son. However, after completing around 75 classes, I have seen almost no meaningful progress in his mental math skills. My son is currently in 7th grade in California and is enrolled in an accelerated math program, where he is working ahead of his grade level and covering 7th and 8th grade mathematics. Despite this, Bhanzu placed him in a batch with much younger/younger-grade students, as shown in the attached picture. I don't understand how this grouping is appropriate for a student at his level. Another major concern is the class size. Most of the time, there were around 4 students in a one-hour class. In practical terms, that means each student gets only about 15 minutes of individual attention, while we are paying a significant amount for the program. For the amount of money they charge, I expected structured teaching, appropriate placement based on the child's level, and meaningful individual attention. Unfortunately, I did not see that. In my opinion, parents would be much better off hiring a 1-on-1 math teacher from India, where you can often get personalized instruction at a fraction of the cost. I honestly feel that Bhanzu is more focused on enrolling students and making money than providing personalized learning based on each child's actual academic level. After 75 classes, I cannot justify the cost based on the progress my son has made. I would not recommend this program to other parents.","0"
"166","Trustpilot","Madhu","2 days ago","1","Sales team fake promises and once money gone to their account no response at all about classes for the child. They will never refund money. BEWARE OF THIS SCAM COMPANY.","0"
"167","Trustpilot","parent\_in\_the\_making","2 days ago","1","Beware of Bhanzu’s refund trap: 3-hr high-pressure sales pitch, endless call runarounds, and zero refund - Kid has to attend 24 classes in 3 months just to request refund. Take a moment and think criticall. 80% of attendance for 30 classes just to request refund. Are you ready to put your kid though 24 classes just to request refund??? Let that sink in. If you are considering enrolling your child in Bhanzu, be extremely careful. Their sales tactics are predatory, and their refund policy is designed as an intentional trap. Here is what happened in my case: The High-Pressure Pitch: I was subjected to an exhausting 3-hour high-pressure sales call pushing for an immediate, upfront payment with vague assurances that everything was risk-free. The Hidden Clause: Right after paying, I read the fine print and caught the deceptive catch: you must complete at least 30 class credits with 80% attendance (at least 24 attended classes) just to be eligible to request a refund. The Empty Reassurance: I raised this immediately after paying, but the sales rep brushed off my concerns and repeatedly insisted ""it will all be fine."" The Reality: We gave it an honest try. We tested a few teachers and completed 5 classes, but the quality wasn’t there and it wasn’t working for my kid. No parent is going to force their child to endure 24 bad classes just to qualify to ask for their own money back. The Support Runaround: When I requested a cancellation, I spent 12+ hours across 6–8 different phone calls. Every single rep fed me the exact same canned script: ""we need to check with the internal team."" The Final Verdict: After weeks of stalling, they outright refused to issue a refund. They rely on aggressive sales tactics to lock in your money upfront, knowing full well their refund criteria are practically impossible for any family to meet. Do not fall for the pitch. Protect your time and money. If you are considering enrolling your child in Bhanzu, be extremely careful about their pressurized and deceptive sales pitch regarding refunds. They are not accredit with BBB or any other fair trade commission and there no wonder why given their malicious practices.","0"
"168","Trustpilot","DANIEL THOMAS","Updated 2 days ago","1","This company will harass you. They will keep calling you asking why you didn’t join. Please don’t join them. They are a joke. And yes you couldn't find me, because you harassed my wife. DO NOT USE THIS COMPANY!","0"
"169","Trustpilot","Lonita Dias","4 days ago","1","My experience with bhanzu support team is very bad When they want client they call you and keep following up But when a parent mentions them some problem and want to discontinue the class they just keep on delaying the matter and keep on giving false hope I and been following up from the support team for discontinuing the class for my son and it’s been a month they give assurance saying our senior team will call but then they never call back I m tried following up from past 1 month Bad service","0"
"170","Trustpilot","Madhuri Inamdar","4 days ago","1","They do not deliver what they promise for...and upon escalating the issue they come with new offer and they want us to pay again....it's pathetic.. it's of now use wasting our money here...","0"
"171","Trustpilot","harish rajput","Updated 4 days ago","1","I am writing this to warn other parents about Bhanzu's refund process. I paid £1,350 upfront on 9 February 2026 for a 150-credit course. Their explicit written policy states parents can claim a refund after a 30-class lock-in period. My child completed 32 classes, perfectly meeting all criteria.I formally requested a cancellation and refund on June 15, 2026\. Since then, I have been subjected to endless automated stalling. Their customer support chat AI claims ""no active refund request exists,"" while live human agents acknowledge the request but do absolutely nothing. They refuse to even provide a clear breakdown or confirm the exact amount they will refund.They just sent another vague email apologizing for delays but provided no timeline. They also tried to pressure me into accepting alternative courses or transfers, which I firmly denied—I want nothing but my contractually guaranteed cash refund. I have now been forced to escalate this by filing an official case with the Indian Government's National Consumer Helpline (NCH) and initiating a formal chargeback dispute with my UK bank.If you are a parent looking at this course, be aware that getting your contractually guaranteed money back is a massive nightmare.","0"
"172","Trustpilot","geet sharma","5 days ago","1","They are stealing a money without telling. I changed my card details. Scam and fraud. They are harassing parents because i m not getting and reply from them. Because i want refund for advance payment. They keep calling you when you join them. But after you will struggle to connect them.","0"
"173","Trustpilot","Shaarav Lal","5 days ago","1","For a class for my child and when we want to restart we are told that they will call us back once they have the date and we have been waiting for nearly 2 months for them to reply","0"
"174","Trustpilot","Jyothi Dasoju","Updated 5 days ago","1","I have replied to your previous post, and as requested, I have also emailed all my details to your help email address, so you can locate my case. At this point, I would also like to understand how serious your organization is about resolving customer issues. My concern has remained unresolved despite four months of continuous follow-ups. Throughout these four months, I have had approximately six calls with Mr. ******, your education counselor regarding my son pragyan’s case. Every conversation has followed the same pattern: * “I will call you tomorrow.” * “I will discuss this internally and get back to you.” Instead, I receive a callback after weeks, only to hear the same response again, with no actual resolution. This cycle has repeated for four months, and my issue remains exactly where it started. When I requested to speak with someone senior, or even with one whose name is prominently used in your marketing, I was informed that he is not part of the operational hierarchy and cannot be contacted regarding customer concerns. Your advertisements heavily promote reputation as a human calculator and create the impression that students will receive exceptional learning and support. During enrollment, your counselors make numerous promises and assure parents of a great learning experience. However, once the fees are paid, the level of support changes completely. Parents are left chasing updates, and meaningful resolutions become nearly impossible to obtain. It is disappointing to be told he only created the curriculum and has no involvement in addressing student or parent concerns. If that is the case, his name should not be used to create expectations of accountability and quality that parents cannot access when they genuinely need support. After four months of delays, repeated assurances, and no concrete action, I sincerely hope your escalation team will finally resolve this matter instead of continuing the same pattern of promises without results.","0"
"175","Trustpilot","Jyothi Dasoju","6 days ago","1","Mental harassment for parents! 0- Star review 1-Star Review I feel completely misled by Bhanzu’s promises and the way my case was handled. I paid $1,025, and my child attended only 10 classes before it became clear that the curriculum was too fast and the teaching techniques were confusing alongside the methods taught at school. Instead of building confidence, it made my child lose interest in math. When I raised my concerns, I was repeatedly promised solutions, including catch-up sessions and even a partial refund of at least 50%. However, every step involved long delays, poor communication, and repeated requests to “wait.” If a company has a strict refund policy, it should also be prompt in addressing customer concerns instead of delaying the process until the customer no longer qualifies under its own policy. In the end, after months of waiting caused by Bhanzu’s delays, I was told I was not eligible for a refund because of attendance. This was extremely unfair, especially when my cancellation request had been made much earlier. My experience was full of false promises, poor customer service, and a complete lack of accountability. Parents should thoroughly understand the refund policy and consider this experience carefully before enrolling.","0"
"176","Trustpilot","dfga","Updated 6 days ago","1","Would not recommend — unresolved refund request for over a month My son has completed around 30 classes with Bhanzu, and honestly, we haven’t seen the learning outcomes or improvement we were promised when we signed up. I raised these concerns with them multiple times, hoping we could either see a change in approach or get a refund for the remaining unused classes. That was over a month ago. Since then, I’ve followed up repeatedly — multiple phone calls, multiple emails — and I still don’t have a clear resolution. No one seems willing to actually process the cancellation and refund, just vague responses and no real follow-through. For a paid service, this level of unresponsiveness is unacceptable. If you’re a parent considering Bhanzu, think carefully before committing, especially to any long-term package. Ask detailed questions about their refund and cancellation policy upfront, and get everything in writing, because based on my experience, getting them to honor it afterward is a real struggle. As advised, Sent the email history to resolve expinfi email","0"
"177","Trustpilot","Poonam Singh","Aug 27, 2026","1","Worst online class ever, specially their customer support is useless, you request them for call back which they never do. Few of their teachers are just running with the topics to finish. I had to change the group as I was on vacation and in the new group the teacher is in rush to finish topics.","0"
"178","Trustpilot","Hari Gomatam","Aug 27, 2026","1","We have been a little disappointed with the way our request to cancel has been managed by the teams at Bhanzu. At the time of enrolment there was so much pressure from the sales team, with a lot of follow-ups to make sure payment is done. Fast forward, we wanted to review the classes at the end of 30 lessons and not go ahead with the reminder of the program. However, even after multiple follow-ups, I have not had an appopriate response from the team at Bhanzu, which has been very disappointing.","0"
"179","Trustpilot","Samadarshee Panda","Aug 26, 2026","1","I am a parent of a student who is enrolled to Bhanzu in the begining of 2026\. Since I enrolled my daughter, I have been trying to cancel her enrollment and requesting the Bhanzu learning and management team to get my money back but alas I am unable to get it. The customer experience is worst and they have been giving me reasons after reasons without any clear sight of my refund initiation. I request other parents to stay away from Bhanzu.","0"
"180","Trustpilot","Areeba Asghar","Updated Aug 28, 2026","1","Very bad experience , I cancelled their subscription, still they are trying to deduct money from my account via direct debit, called and messaged multiple times, they are not interested in solving my issue, just the demo clas good, then they repeated 3 lesson in the first month, and wasted my sons lessons, and agreed to give me 2 seperate lessons but not adding those lessons, very unprofessional people.","0"
"181","Trustpilot","Anuradha","Aug 25, 2026","1","This message is for customer service. I am sending this after 1.5 years of journey with them. I enrolled my 9-year-old child. So far, he is doing okay learning-wise, but I wish there was a provision for regular 5 to 10-minute practice sessions to help kids remember the techniques and methods, besides the 15-question assessments which, once completed, cannot be redone for practice. Kids tend to forget old topics as they learn new ones. Regarding the customer service team: it is the worst I have encountered, with no professional behaviour, no boundaries on calls, and inappropriate language and tone. We cannot stop them from bothering us. Bhanzu has never taken feedback or complaints seriously, regardless of how many times you raise them. When you have one query, it leads to an influx of calls over the following days, with no prior schedule or notice. They also call over weekends from random UK numbers. The sales or feedback team is even more irritating, often flirting with parents. I am not satisfied. I will continue my child's second level of training with Bhanzu because I am solely interested in helping my child academically. The primary stage of learning was not very helpful, as it closely follows the UK teaching method. I am hoping for smarter methods in the second level of learning. To focus on updates from the team a new notification comes from different number everytime! When you type Bhanzu in what's app search you see 10-12 contact cards. So I ignore everything and sometimes miss key things like tournaments .","0"
"182","Trustpilot","Charlotte Smith","Aug 25, 2026","1","Bhanzu is the worst nightmare for a parent to put themselves into. DO NOT sign up for their luring free demo. Please do your research carefully before signing up, especially regarding their cancellation and refund process.","0"
"183","Trustpilot","Todd Haque-Brand","Aug 24, 2026","1","I don't like this. Not only has my 12 year old son not only hasn't made any progress in his maths (He was already good to begin with), he now dislikes maths when he used to like it. The course's blatant use of AI generated images is absolutely abysmal. Although I believe AI can be used right, the way Bhanzu uses them is abysmal. The music is described by my son as ""Too childish. Even for an embryo"". The Bhanzu Buddy is very stupid and is just another ChatGPT that hallucinates occasionally. Not a good website, do not suggest. Teach your kid yourself.","0"
"184","Trustpilot","keerthika priyadarshini","Jun 27, 2026","1","It’s a Scam please don’t fall for it and lose your hard earned money.","0"
"185","Trustpilot","sunitha choudhary","Updated Jul 5, 2026","1","I have been following up with Bhanzu regarding my refund for more than two years, and my experience has been extremely disappointing. After I requested a refund, Bhanzu's team **confirmed in writing that my daughter was eligible for a refund**. They even discussed a partial refund amount with me. However, when I did not agree with the amount offered and requested a fair refund, the situation changed. At the same time that I requested the refund, I also clearly instructed Bhanzu to stop my daughter's classes. Despite this, the classes continued to be counted as missed sessions. Later, Bhanzu informed me that my daughter was no longer eligible for a refund because her attendance had fallen below 80%. I find this unfair because the attendance dropped only after I had already requested both the refund and the cancellation of the classes. The missed classes were counted even though I had clearly asked for the classes to be stopped. It is difficult to understand how someone can first be told they are eligible for a refund and later be declared ineligible based on attendance that continued to decrease after the refund request. For more than two years, I have been following up with emails and calls, but instead of receiving a fair resolution, I have repeatedly been referred to the terms and conditions. As a customer, this has been an exhausting and frustrating experience. I still hope Bhanzu will review my case fairly based on the communications already shared with me and process the refund accordingly. If they resolve this matter, I will happily update this review. My advice to anyone considering enrolling is to carefully understand the refund policy before making any payment and ensure that any commitments regarding refunds are provided in writing. July 5th 2026 (Editing review to share the below details): Payment done- 1500.0 USD Invoice Date - 07/17/2024 Contact Number - \+1 443 355 7319","0"
"186","Trustpilot","Satya Rao M","Jun 25, 2026","1","Why you are fallowup for feedback this this I don't like I am getting mails messages calls for fees back , why this much pressure for feedback. I don't like this . But classes are good","0"
"187","Trustpilot","Venkat Reddy","Updated Jun 26, 2026","1","I enrolled my son in Bhanzu after attending one of their sales presentations and ultimately paid approximately **$2,100** for their Math and English programs. Unfortunately, our experience has been extremely disappointing, and despite numerous attempts over the past several months to resolve our concerns, we have not received a satisfactory resolution. Here are the primary issues we experienced: **1. Misleading information during enrollment** One of the biggest reasons we enrolled was because the sales representative explained that the monthly ""Master Classes"" would be taught by **Head of Bhanzu himself** and implied that these would be valuable, interactive learning sessions for my child. In reality, these sessions have been webinar-style presentations (or appear to be pre-recorded) and are not tailored to my son's learning level. They have provided little to no educational value for him. **2. Poor experience with the English program** We were not satisfied with the English classes. Instead of helping my son improve, the teaching methods often conflicted with what he is learning in the U.S. school system, particularly regarding pronunciation and language instruction. Rather than building confidence, it created confusion between Indian and American teaching approaches. **3. Sudden change of Math teacher** The Math program was the one positive aspect of our experience. My son genuinely enjoyed learning from his original teacher, who was patient, understood his learning pace, and adapted lessons to his level. Without any prior notice, Bhanzu changed the teacher, stating that the previous instructor was no longer with the organization. Unfortunately, the new teacher has not been a good fit for the class. We can clearly see the difference in teaching quality and engagement, and my son no longer enjoys attending the sessions. We have requested a teacher change, but our concerns have not been addressed satisfactorily. **4. Extremely poor customer service** Over the last six months, I have contacted Bhanzu's support team **more than 20 times** through emails, phone calls, and WhatsApp messages. Almost every response has been a generic statement such as, ""We will pass your feedback to management."" Despite repeated follow-ups, none of our major concerns have been resolved. **5. Unprofessional support experience** Some of my recent interactions with customer support were particularly disappointing. Representatives were rude, dismissive, and on one occasion even disconnected the call while I was explaining my concerns. This level of customer service is unacceptable for a company providing educational services to children. **6. Requested resolution** At this point, we have lost confidence in the program. If Bhanzu cannot restore the original quality of instruction by assigning an equally qualified Math teacher and redesigning the Master Classes to be interactive and age-appropriate, then I believe the only fair resolution is a **full refund of the fees paid, including for the classes already attended**. We enrolled based on representations that have not matched the actual experience, and despite giving Bhanzu multiple opportunities to resolve these issues, we have seen little improvement. I genuinely wanted this program to succeed because my goal is simply to help my son learn and enjoy mathematics. Unfortunately, the overall experience—from the sales process to customer support—has been disappointing. I hope Bhanzu takes this feedback seriously and improves both its customer service and the consistency of its educational programs.","0"
"188","Trustpilot","Jyoti Sharma","Jun 24, 2026","1","seen ‼️‼️‼️‼️ ‼️‼️‼️‼️Worst System i have even seen . Did Only 8 sessions not worth my son was disappointed Then I requested for refund But they denied that . This is not our policy i spoke to many of their customers services everytime they Gave me new Ticket . But They Behave like dont want to RETURN money at last i Open Despute through my bank . But now finally BHANZU Denied to refund BCOZ i complain to Bank otherwise I have their mail which showing 100 sessions will be refunded , Bhnazu will deduct 50 sessions instead of 8 session my son did. I paid 2000$ . Now they refused to give refund even i have their confirmation mail but they Refused . BUANZU is a big Fraud or SCAMMERS ‼️‼️‼️‼️‼️‼️‼️‼️","0"
"189","Trustpilot","luksh kumar Sharma","Jun 23, 2026","1","‼️‼️‼️‼️Worst System i have even seen . Did Only 8 sessions not worth my son was disappointed Then I requested for refund But they denied that . This is not our policy i spoke to many of their customers services everytime they Gave me new Ticket . But They Behave like dont want to RETURN money at last i Open Despute through my bank . But now finally BHANZU Denied to refund BCOZ i complain to Bank otherwise I have their mail which showing 100 sessions will be refunded , Bhnazu will deduct 50 sessions instead of 8 session my son did. I paid 2000$ . Now they refused to give refund even i have their confirmation mail but they Refused . BUANZU is a big Fraud or SCAMMERS ‼️‼️‼️‼️‼️‼️‼️‼️","0"
"190","Trustpilot","sachin meshram","Jun 22, 2026","1","Our experience with Bhanzu has been disappointing. The enrollment process was very smooth, and the sales team was extremely responsive while convincing us to join the program. However, after enrollment, we were not satisfied with the learning experience and raised our concerns after approximately 10 classes. When we discussed cancellation and refund, we were informed about a ""30-session lock-in"" policy and an 80% attendance requirement. This condition was never clearly explained to us during the enrollment process, and we only became aware of it after raising concerns about the program. Despite multiple follow-ups, we have struggled to get clear answers regarding the refund calculation methodology. While the team refers to company policy, they have been unable to provide a transparent example of how the refund amount would actually be calculated. To their credit, the academic team has offered to change the trainer and requested another opportunity to improve the learning experience. We are currently evaluating that option. My advice to parents: before enrolling, make sure you obtain all refund terms, lock-in conditions, cancellation policies, and refund calculation methods in writing. Ask detailed questions before making payment rather than after, when the answers may be very different. Transparency and clear communication are just as important as the quality of the classes.","0"
"191","Trustpilot","Oshee Tomar","Jun 15, 2026","1","Most fake thing I have seen on the name of education demo classes btakr tym waste krte h hostel he bhaag jata h ghatiya log","0"
"192","Trustpilot","Nav","Jun 14, 2026","1","unprofessional,not giving you refund,if i could give zero to Bhanzu i will definitely give them. they have highly unprofessional people who will call you nonstop and continously until you will not pay them but after that all servies disappear.network tehy use barely work. lack of ethics and unprofessional. when ask for refund,disappear like they never exist. i would never suggest anyone to go with these kind of frauds.","0"
"193","Trustpilot","R C","Jun 13, 2026","1","Beware!!! Teacher accents are very strong and though we tried to look past it there is a big language barrier because of it. We asked for a refund and they refused unless my child attends 30 classes. Filing a claim with my bank. My child attended one class and couldn’t understand a word. Customer service called me and wouldn’t provide me a refund and I could barely understand him on the phone.","0"
"194","Trustpilot","Raj Kumar","Jun 13, 2026","1","I payed 396quid birtsh currency and they scammed me and did not give me any lessons","0"
"195","Trustpilot","sukanya muthu","Updated Jul 1, 2026","1","Due to No add review button Editing the same Post:::: Post date : 6/30/2026 Issue Refund: STILL WAITING TO RECEIVE A REFUND ************************************************ I am extremely disappointed with how this refund request has been handled. I have been contacting your associates for more than three months, and yet I am still being given the same generic responses without any resolution. The student, Mithil, attended classes online only and never visited any center. This information should already be available in your records. Instead of actually reviewing the case, it seems like no one has taken the time to look into the student's history before responding. Three months is more than enough time to process a straightforward refund request. The lack of communication, accountability, and follow-through is unacceptable. At this point, I expect a clear explanation of the delay and an immediate update on the refund status. Please do not send another generic response without reviewing the case properly.","0"
"196","Trustpilot","sukanya muthu","Jun 10, 2026","1","I’m facing the exact same issue with Bhanzu. Their service has been nothing but disappointing. I’ve been trying to get my refund for months, and all they do is delay, ignore, and pass the responsibility around. No proper communication, no follow up, and absolutely no accountability from any department. They keep giving excuses that don’t make sense, and it’s clear they don’t care about resolving student concerns. This kind of unprofessional behavior is unacceptable. I strongly advise others to think twice before trusting them with their money.","0"
"197","Trustpilot","Bashir Blenman","Jun 7, 2026","1","DO NOT TAKE THEIR FREE TRIAL! I got the free trial for my daughter 2 years ago and since then I have been constantly called. I have blocked them on numerous numbers and they still keep calling. These are desperate and shameless people who will not take no for an answer. Do not waste your time unless you want to be bullied for years to come. Very upset that I even considered them.","0"
"198","Trustpilot","Charmi Patel","Jun 7, 2026","1","I would not recommend enrolling your child in Bhanzu. In my experience, it was a waste of money. During some classes, the teacher would assign tasks to the students, turn off the camera, and become unresponsive. Even after calling the teacher multiple times, there was often no response, leaving the children without guidance or support. Another major issue is billing. Once you make a payment, they may continue charging you for subsequent months. Even after informing them in advance about cancellation, charges were still deducted. Please do not enrol your kids in Bhanzu , it is totally scam. Overall, my experience was disappointing due to the lack of classroom engagement and the billing issues.","0"
"199","Trustpilot","Luv Patel","Jun 7, 2026","1","⭐ 1 Star – Very Disappointing Experience Negative Super Negative-10000 stars I would not recommend Banzu based on my experience. After paying for the program, I spent more than 5 weeks trying to get a resolution to my concerns. I was repeatedly told that I would be moved to a new batch with one-on-one sessions, but that never happened. Instead, they placed us in the middle of an existing module, making it difficult to follow the material. When I requested to start from the beginning of the module, I was told they could not accommodate that request. The most frustrating part has been the lack of communication and follow-through. Multiple representatives promised that someone would contact me within 24–48 hours, but no one ever followed up. Each time I reached out, I received another promise, but no actual resolution. My experience has been that once payment is collected, customer support becomes very difficult to obtain. The company has repeatedly failed to honor the commitments made to me, and after weeks of waiting, my concerns remain unresolved. I am sharing my experience so others can make an informed decision before spending their money.","0"
"200","Trustpilot","PAYAL PATEL","Jun 7, 2026","1","They have multiple student in batch.they only focus on bright student and dont care if concepts are getting cleared for other students although we paid same money.","0"
"201","Trustpilot","Shafique Ahmed Shaikh","Jun 6, 2026","1","My experience with Bhanzu has been extremely negative and disappointing. The platform seriously undervalues tutors and offers payment that is far below what skilled and experienced educators deserve. They expect tutors to bring strong subject knowledge, communication skills, preparation, patience, and quality teaching, but the compensation does not justify the effort at all. It feels unfair and exploitative toward talented tutors who are genuinely trying to build a career in education.","0"
"202","Trustpilot","Manush","Jun 5, 2026","1","These guys are running a scam. They were so prompt to respond during the time of sale and were behind my life. Ever since payment was done, I am not able to reach anyone. Have reached over support too but nothing. I want my money back.","0"
"203","Trustpilot","Vnb Im","Jun 4, 2026","1","- if some NRI applies in their company They simply call, ask our location and record interviews and ask which business we are doing and try to learn about it (to not progress is what I feel.) it is irrelevant to interviews. They should mention on their website they won't hire some ppl. Ingenuine","0"
"204","Trustpilot","Rizwan","May 4, 2026","1","Very disappointing experience they are just earning money and calling to convince please don’t trust them if you give your number once they calling you from different number even you block and forget who they are but they still remind you about your mistake about why you contact them","0"
"205","Trustpilot","Muhammadumar Rizwan","Updated May 22, 2026","1","Very disappointing experience. I can't reply you only thing i can do is edit the review. Yesterday i again received call in middle of my very important interview. It was so annoying i requested your team member please stop calling.. next time if you say you could not find my record i will explain you on call next time. I was already know you will say you can't find my record as you say to other people who are saying same to you.. because its your way to disturb people.. but i am ready to share evidence and i know you call m again then i will told you how could you not find my record. I explained that Banzu was not the right fit for my child and that we no longer needed the service. Even after saying no several times, I kept getting calls from different numbers. Having to block multiple numbers just to stop contact was extremely annoying.i wish i could rate them 0 because they are not stop calling me until today.","0"
"206","Trustpilot","APS","May 3, 2026","1","please save money, this is not what they say. We wasted our money. Specially for overseas parents stay away from this education provider. Its waste of time and morny","0"
"207","Trustpilot","Farman Sumeka","Updated May 2, 2026","1","Very unprofessional and borderline harassment. I initially contacted Bhanzu with a simple enquiry. I clearly stated that I did not want any further communication as I am not interested to take their services. That should have been the end of it. Instead, I have continued to receive repeated calls from multiple different numbers, all claiming to be from Bhanzu. Despite telling them several times to stop calling me, the calls have not stopped. This is not just aggressive marketing it feels like harassment at this point. Some of the numbers I’ve been contacted from include: (Numbers has been removed to follow trust pilots guidelines) There are more, but this already shows a clear pattern. This raises serious concerns about how my personal data is being handled and shared internally. Ignoring a direct request to stop contact shows a complete lack of respect for customer consent and privacy. I have now formally requested that they cease all contact and delete my personal data. If this behaviour continues, I will be escalating the matter to the appropriate authorities including Ofcom, Information Commissioner’s Office (ICO) and reporting them for misuse of personal data. Under the UK General Data Protection Regulation (UK GDPR) and the Data Protection Act 2018, you are required to comply with this request without undue delay. I would strongly advise others to be cautious before sharing their contact details.","0"
"208","Trustpilot","Vidya Potti","May 1, 2026","1","A few days ago, I received a call from a Bhanzu representative who apologized for the inconvenience and assured me that he would get back to me regarding the refund. Believing this was a genuine attempt to resolve the issue, I waited and did not post any review or escalate the matter for more than a week. It has now become clear that these assurances were only delaying tactics. There has been no follow‑up, no update, and no action taken on my refund request. A business that intends to grow should operate with transparency and ethical practices. In my experience with Bhanzu, both transparency and ethical handling of customer concerns have been missing.","0"
"209","Trustpilot","Zahra Hachem","May 1, 2026","1","This is a formal notice. I am not interested in your program and will not be enrolling. From my understanding, Bhanzu is not officially verified or accredited by any major U.S. education authority, including school boards or state agencies. It operates as a private ed-tech company, not a certified school or curriculum provider, and is also not accredited by the Better Business Bureau (BBB). Based on this, I have no intention of proceeding. I am also demanding that you immediately stop contacting me. I have received repeated calls from multiple numbers, which is unacceptable and constitutes harassment. Remove my phone number and any personal information from your system right away. If the calls continue, I will take further action, including reporting this to the appropriate consumer protection and telecommunications authorities. Confirm in writing that my details have been deleted and that all communication will cease. Do not contact me again.","0"
"210","Trustpilot","nagajyothi k.s.","Apr 29, 2026","1","I want to share my experience so others are aware. I have been waiting for my refund for months, and the amount i received is nothing which they promised. Very very disappointing. Worst experience with Bhanzu.","0"
"211","Trustpilot","Evita Sejo","Apr 29, 2026","1","To be honest, Bhanzu doesn't even deserve one star for how they’ve treated us. My parents and I are totally sick of saying the same thing over and over again, but they just refuse to listen or give us our money back. We have been asking to quit and for a refund since the start of this year, but they just won't do it. Every time they call, they claim they’ll ""look into it"" and call back in two weeks, but they never actually do. When we finally get a hold of them, they just make up brand new excuses and rules that they never mentioned when we signed up. They told us at the start that if I wanted to quit, I just had to finish a certain amount of homework to get a refund. I’ve done all that work, but now they’re moving the goalposts and telling me I have to finish two more modules—which is 20 whole lessons—just to be allowed to quit. It’s a total scam to keep our money and trap us in the program when we've been trying to leave for months. I’m honestly so done with it, and I would never recommend Bhanzu to anyone.","0"
"212","Trustpilot","Abeer","Apr 29, 2026","1","Bhanzu professional scammers, parents check the reviews on twitter, and on Facebook join bhanzu is scam and banned in US. All their positive reviews are purchased or they are posting themselves because all their positive reviews are invited and all the NEGATIVE views are UNPROMPTED and genuine.","0"
"213","Trustpilot","Santosh","Apr 29, 2026","1","I am extremely disappointed with Bhanzu. I cancelled my son’s math class weeks ago, but they have still not processed my refund. Every time I try to reach them on WhatsApp, I only get automated replies — no real support. During enrollment, multiple people called me to sign my son up, but now that I need a refund, my request is being treated as low priority. This is nothing but aggressive marketing with zero regard for customer service. My son did not improve his math knowledge at all. Instead, they overloaded him with homework, which didn’t help. That’s exactly why I decided to take him out of the lessons. I will never recommend Bhanzu to my friends or family. Zero stars from me.","0"
"214","Trustpilot","Farman Sumeka","Apr 29, 2026","1","My experience with Bhanzu has been extremely frustrating and disturbing. I have repeatedly said that I’m not interested in their services, yet I continue to receive calls at random times. This feels intrusive and disrespectful of my preferences. Extremely unprofessional staff members. It raises serious questions about data privacy and whether proper consent was ever given. This has been a very negative experience, and I would strongly advise others to be cautious when sharing their information.","0"
"215","Trustpilot","IRFANALI AHAMED","Apr 28, 2026","1","I have been faced very bad experience from Bhanzu, My son didn't get any classes last three weeks and they are saying our team will contact with in 24-48 hours. Nobody call us last one week. We already paid the amount also for the classes. I need a immediate solution for this matter. Your customer service is very bad. No answering the calls","0"
"216","Trustpilot","Abeer","Apr 27, 2026","1","Bhanzu is a big scam , they are doing this since 2 yrs , and because these qualified scammers they are successful in taking money from people. Parents please research , go and check twitter, face book and truspilot before booking a demo class with them. I am raising my voice for the last 2 weeks, as before I was contacting them by raising tickets but no benefit. They will contact you to say sorry and trust us we will do better, then force to complete the 30 session and lately I received email that we will process your refund and again silence for last 3 days. They are not teachers or educationist , that are professional scammers. Please parents don’t fall for them.","0"
"217","Trustpilot","Samadarshee Panda","Apr 27, 2026","1","I am a parent of 11 year old daughter. We live in US and I got trapped in Bhanzu’s fraud scheme of 150 classes for math wizard . The classes were very basic didn’t meet my child’s need and when I asked for refund they didn’t honor . The learning and management people didn’t even listen to my refund request and didn’t give me a penny back. Instead they forced me to continue thier classes without any good reason. DONT GET TRAPPED IN THIS FRAUD COMPANY.","0"
